gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC105378948	82.1329108719452	1.15564223710383	0.221557360149523	5.21599569666258	1.82832419946458e-07	1.17481056367701e-06
LOC100287467	41.8640604007481	1.7314798761821	0.332508494921008	5.20732523418217	1.9158213276821e-07	1.22758698298958e-06
H19	50.8060161201747	-1.4613577241587	0.280780119637743	-5.20463388235649	1.94379445191481e-07	1.24333593426182e-06
COLCA1	53.0991614784905	-1.45349246035325	0.280417387482125	-5.18331788696912	2.17973056218912e-07	1.38746631162215e-06
CDYL2	50.1590264997366	1.52049849892974	0.294738410162869	5.15880674693715	2.4852866981663e-07	1.5699570646264e-06
CSF1R	14.8401913573443	4.09526242976687	0.794177476148687	5.15660863315664	2.51462619915377e-07	1.58684871072029e-06
SUCNR1	71.2339150885178	1.20937134501655	0.234560586107377	5.15590178676874	2.52413177945266e-07	1.59175018171889e-06
SH3GL3	16.2455421768605	3.5055101530685	0.680819988415377	5.14895304591108	2.61944438053425e-07	1.65015084075417e-06
AQP6	19.7659199752024	-2.76544531301362	0.538266254557201	-5.13769029657746	2.78135762781255e-07	1.74854109983286e-06
ADGRF2	19.8890704322749	2.8213984639809	0.549181655440826	5.13745941079581	2.78477589763643e-07	1.74948888553743e-06
NAV2-AS6	18.187360356699	3.18298925105859	0.619703484259926	5.13631007716511	2.80185226670657e-07	1.75900996092552e-06
SH2B2	136.086862558805	-1.01096690150646	0.197300447247003	-5.12399700868807	2.99125729364443e-07	1.87086389407481e-06
MAN1A1	56.8291376433875	1.48781376641229	0.290410200640644	5.12314568541388	3.00480002591728e-07	1.87869248462353e-06
LZTS1	15.7081268525358	3.45247487310167	0.6739249486901	5.12293673028756	3.00813309317642e-07	1.8801345165645e-06
LOC729681	25.0821760518695	-2.23497663940359	0.436698511624962	-5.11789387851862	3.08966352313e-07	1.92714605242097e-06
LOC107985534	9.15208854406295	6.65789432334497	1.30374306055332	5.10675341237813	3.27740986894998e-07	2.03800363090258e-06
TNFSF10	93.0762370480415	-1.20081442296746	0.235245854307136	-5.10450833024961	3.31655665669813e-07	2.06094679518537e-06
P2RY1	47.4779371850263	-1.50788953315499	0.295489689247436	-5.1030191171656	3.34277219731241e-07	2.07653281035896e-06
COL15A1	25.566958963214	2.25373493330897	0.442743038882567	5.09039044181733	3.57326981064008e-07	2.21146637520283e-06
LOC107986166	15.2761896611509	-6.37627797915633	1.25410015186116	-5.08434511366061	3.68896655569931e-07	2.27998800319006e-06
LOC105371856	23.5642345793447	2.24539941991046	0.441919222972338	5.08101775887449	3.75418015938455e-07	2.3163848133022e-06
BNC1	18.5150488296945	2.81939277763594	0.554998911612163	5.079996948906	3.77440930239688e-07	2.32710910092364e-06
NEK10	81.4643315694002	1.11095906819719	0.218786447025135	5.07782398454305	3.81782129426485e-07	2.35089984404412e-06
LOC105369828	21.7022296597698	2.40464197954991	0.474034585307585	5.0727142155453	3.92181259108674e-07	2.41250097348242e-06
SPOCD1	50.6804200297296	1.46745049645399	0.289840065090355	5.062966350068	4.12782734570514e-07	2.53157743408902e-06
TNFRSF11B	91.6875700153725	-1.05606215077847	0.208593113211034	-5.06278531693444	4.1317504108506e-07	2.53313509453991e-06
CLSTN2	53.4878368688111	1.45713348541313	0.288262575020269	5.05488263716051	4.30655515438717e-07	2.6306185637856e-06
LOC101928352	32.4396016266085	1.84582377265476	0.365863141685215	5.04512087266469	4.53234753191568e-07	2.76209252419208e-06
EVA1A-AS	33.6260260221525	1.8687287111967	0.371244739609498	5.03368401438458	4.81142518791577e-07	2.9214731255405e-06
GAD1	15.9829932536292	3.4834599806163	0.692655901978125	5.02913491485172	4.92697641687271e-07	2.98668385045316e-06
LOC105379507	38.525221296914	-1.6518166476698	0.328820771683501	-5.02345590642831	5.07498803478799e-07	3.07030908097365e-06
FNDC5	26.7649972850157	2.14795368496353	0.427898638680245	5.0197721862084	5.17327951442964e-07	3.12770775000826e-06
TMEM100	15.4014026161131	3.42232136775762	0.683672259911792	5.00579234880638	5.56327058463859e-07	3.35021947439943e-06
MCTP2	15.1973241414053	3.84970223453741	0.769141531826817	5.00519355052098	5.5805928784809e-07	3.35844224067107e-06
LINC01139	58.4584638991099	-1.31579808425262	0.263848354481563	-4.98694822955421	6.13404935186095e-07	3.67581301638185e-06
OR51E2	74.8517762164113	1.31085515279308	0.263150031589529	4.98139842459832	6.31264169617013e-07	3.77542153435544e-06
COQ7-DT	64.4183131086347	1.30650938760002	0.262484087742614	4.97748034494631	6.44173208842467e-07	3.84634625808024e-06
MCF2L2	82.5820602926532	1.15409356726293	0.231949232850857	4.97563002506247	6.50357611211207e-07	3.87947848016639e-06
KLRG1	70.3717205501698	-1.20441538032968	0.242405619659628	-4.9685951258921	6.74397145745641e-07	4.01633656261461e-06
H4C14	94.8743187915131	-1.00925446477102	0.203475050875514	-4.96008950693657	7.0460706008775e-07	4.18671936774398e-06
SLC44A4	17.4493861893674	-2.92854282222023	0.59066809741237	-4.95801759913857	7.12161135283005e-07	4.2288608529305e-06
LOC105374986	20.4543908481814	-2.61153794833996	0.526851922899109	-4.95687276601259	7.16368548447405e-07	4.25108788973342e-06
GEMIN8P4	61.3059887183645	-1.32961493667989	0.268602669365826	-4.95011810500293	7.4168458933572e-07	4.39562132184629e-06
KLRC3	46.8330970962997	-1.50857579696243	0.305002654312969	-4.94610710965962	7.57123101626314e-07	4.48312504944368e-06
